title,author,publisherName,itemCaption,ISBN,salesDate,itemPrice,size,booksGenreId,reviewCount,reviewAverage
PythonでExcel、メール、Webを自動化する本,中嶋英勝,SBクリエイティブ,プログラミング初心者でも全部できる！Ｐｙｔｈｏｎプログラミングの始め方から自動化に必要な知識まで、この１冊に完全収録。,9784815606398,2020年09月23日頃,2398,単行本,001005006003/001005017,3,4.33
Python 1年生 体験してわかる！会話でまなべる！プログラミングのしくみ,森 巧尚,翔泳社,基礎知識がわかる。基本文法をまなべる。開発体験ができる。簡単なプログラムから人工知能アプリまで体験！,9784798153193,2017年12月05日頃,2178,単行本,001005017,11,4.09
独習Python,山田 祥寛,翔泳社,フレームワークやライブラリを使う前に基礎を押さえる！Ｐｙｔｈｏｎを学ぶための“標準教科書”。プログラミングに必要な知識・概念・機能を体系的かつ網羅的に習得。解説、例題、練習問題の３ステップでよくわかる。,9784798163642,2020年06月22日頃,3300,単行本,001005017,0,0.0
独学プログラマー Python言語の基本から仕事のやり方まで,コーリー・アルソフ/清水川 貴之,日経BP,オブジェクト指向、シェル、正規表現、パッケージ管理、バージョン管理、データ構造、アルゴリズム、仕事の見つけ方・やり方。Ｐｙｔｈｏｎ言語の基本から仕事のやり方まで、プログラマーとして働くために必要な知識・ノウハウが１冊で丸わかり。,9784822292270,2018年02月25日頃,2420,単行本,001005017,27,4.0
退屈なことはPythonにやらせよう,Al Sweigart/相川愛三,オライリー・ジャパン,ファイル名の変更や表計算のデータ更新といった作業は、日々の仕事の中で頻繁に発生します。ひとつふたつ修正するだけであれば問題ないのですが、それが数十、数百となってくると手に負えません。そのような単純な繰り返し作業はコンピュータに肩代わりしてもらうとすごくラクになります。本書では、手作業だと膨大に時間がかかる処理を一瞬でこなすＰｙｔｈｏｎ３プログラムの作り方について学びます。対象読者はノンプログラマー。本書で基本をマスターすれば、プログラミング未経験者でも面倒な単純作業を苦もなくこなす便利なプログラムを作れるようになります。さらに、章末の練習問題を解くことで、類似のタスクを自動処理するスキルをもっと高めることができます。,9784873117782,2017年06月03日頃,4070,単行本,001005017,17,4.06
入門Python　3,ビル・ルバノビック/斎藤康毅,オライリー・ジャパン,Ｐｙｔｈｏｎが誕生して四半世紀。データサイエンスやウェブ開発、セキュリティなどさまざまな分野でＰｙｔｈｏｎの人気が急上昇中です。プログラミング教育の現場でもＣに代わってＰｙｔｈｏｎの採用が増えてきています。本書は、プログラミングが初めてという人を対象に書かれた、Ｐｙｔｈｏｎの入門書です。前提とする知識は特にありません。プログラミングおよびＰｙｔｈｏｎの基礎からウェブ、データベース、ネットワーク、並行処理といった応用まで、Ｐｙｔｈｏｎプログラミングをわかりやすく丁寧に説明します。,9784873117386,2015年12月,4070,単行本,001005017,14,4.15
Python 実践データ分析 100本ノック,下山　輝昌/松田　雄馬,秀和システム,これがリアルなデータ分析だ！事前の加工（視覚化）から機械学習、最適化問題まで。-ビジネス現場で即戦力になれる「応用力」を身につけよう！,9784798058757,2019年09月27日頃,2640,単行本,001006008002/001006018002,7,4.67
スッキリわかるPython入門,フレアリンク/国本大悟,インプレス,はじめての人・つまずいた人・納得したい人のための入門書。サクサク進めてしくみもバッチリ！プログラミングの「本質」を身に付け未来への道を切り拓こう！業務自動化、データサイエンス、人工知能、アプリ開発プログラマへの第一歩！,9784295006329,2019年06月,2640,単行本,001005017,3,3.5
Pythonで儲かるAIをつくる,赤石 雅典,日経BP,“見込み客予測”“土日の需要”“商品リコメンド”数学なしでアルゴリズム選びもチューニングもわかる。営業、マーケティングが劇的に変わる。全ＰｙｔｈｏｎコードをＧｏｏｇｌｅ　Ｃｏｌａｂ用のＮｏｔｅｂｏｏｋ形式で用意。,9784296106967,2020年08月07日頃,3190,単行本,001005017,0,0.0
ゼロから作るDeep Learning,斎藤 康毅,オライリー・ジャパン,作って学ぶ。手で覚える。ディープラーニングを理解するための最善の方法は、ディープラーニングをゼロから実装することです。,9784873117584,2016年09月24日頃,3740,単行本,001005017,58,4.53
Pythonスタートブック増補改訂版,辻真吾,技術評論社,Ｐｙｔｈｏｎ３．ｘによる最新の開発環境に完全対応。知識ゼロでもわかるイラスト＆サンプル満載の解説。オブジェクト指向の考え方をしっかり理解できる。Ｗｅｂアプリ開発やデータ処理の基礎もわかる！,9784774196435,2018年04月,2750,単行本,001005005011,6,4.0
めんどうな作業が秒速で終わる! Excel×Python自動化の超基本,伊沢 剛,宝島社,ぶっちゃけ「Ｐｙｔｈｏｎ」って何？どんなことができるの？知識ゼロでも仕事で使える？道具は必要？ｅｔｃ．「Ｐｙｔｈｏｎ」のことが何もわからなくても、コード表をコピペするだけ。教育系ＹｏｕＴｕｂｅｒがやさしく解説。めんどうな作業時間を１０分の１に！全編解説動画つきでわかりやすさ最強。,9784299008152,2020年08月19日頃,2178,単行本,001005006003/001006018002/001006018,1,4.0
Excel×Python最速仕事術,金宏 和實,日経BP,入力、転記、集計、分析、書式設定、出力…ＰｙｔｈｏｎできればＥｘｃｅｌが楽になる！何百回のコピペをゼロに。プログラミング初心者でも大丈夫。Ｐｙｔｈｏｎに自動化してもらおう！,9784822295936,2019年11月23日頃,2398,単行本,001006018002/001006018,6,3.5
Pythonでつくる ゲーム開発 入門講座,廣瀬豪,ソーテック社,大手メーカーで活躍してきた敏腕クリエイターが、ゲーム開発のノウハウをゼロから教えます。クイズ、すごろく、おみくじ、迷路ゲーム、診断アプリ、落ち物パズル、本格ＲＰＧ…ｅｔｃ．人気ジャンルを題材にして開発の基礎を学ぼう！,9784800712394,2019年07月19日頃,2948,単行本,001005002001/001005005001/001005017,0,0.0
みんなのPython 第4版,柴田 淳,SBクリエイティブ,Ｐｙｔｈｏｎ入門書のデファクトスタンダードが４年ぶりに大改訂。近年、Ｐｙｔｈｏｎの利用が、機械学習、ＡＩなどの科学技術分野へ大きく広がっている現状を踏まえて、細部にわたり加筆、修正した。,9784797389463,2016年12月24日頃,2970,単行本,001005017,5,3.0
いちばんやさしいPython入門教室,大澤文孝,ソーテック社,豊富なカラー図解とイラストで超わかる！プログラムの「読み方」「書き方」「しくみ」「動かし方」を根本から理解し、作りながらしっかり学べる、すべてのビギナーに最良の入門書！,9784800711595,2017年04月,2508,単行本,001005017,4,4.0
Pythonプログラミングパーフェクトマスター［Python3/Anaconda対応最新版］,金城俊哉,秀和システム,コーディングから人工知能開発へ実践的に解説！実用プログラム満載。,9784798061214,2020年03月28日頃,3520,単行本,001005017,0,0.0
Pythonによるプログラミング入門　東京大学教養学部テキスト,森畑　明昌,東京大学出版会,プログラミングの初心者でも、シミュレーションやデータ分析の基礎までを最短で身につけられる。プログラミング言語の研究者が書いた新しいタイプの入門書。,9784130624589,2019年09月25日頃,2420,単行本,001005005001/001005017,1,5.0
Pythonによるデータ分析入門 第2版,Wes McKinney/瀬戸山 雅人,オライリー・ジャパン,本書はＰｙｔｈｏｎの代表的なデータ分析ツール、ｐａｎｄａｓの開発者Ｗｅｓ　ＭｃＫｉｎｎｅｙによる、データ分析を行うための基本を網羅しています。すべてのサンプルコードはダウンロード可能で、Ｊｕｐｙｔｅｒ　Ｎｏｔｅｂｏｏｋで対話的に試し、実際に手を動かしながら知識を確実なものにすることが可能です。Ｐｙｔｈｏｎ３に対応した待望の改訂版。,9784873118451,2018年07月26日頃,4180,単行本,001012002,4,4.75
新・明解Python入門,柴田 望洋,SBクリエイティブ,適切なサンプルプログラム２９９編と分かりやすい図表１６５点で、Ｐｙｔｈｏｎの文法とプログラミングの基礎を系統立てて着実に学習できます。,9784815601522,2019年05月24日頃,2860,単行本,001005017,3,4.33
できる仕事がはかどるPython自動処理全部入り。,森本哲也/中野正輝,インプレス,単純だけど時間がかかる作業は、自動化しよう。,9784295006251,2019年06月,2530,単行本,001005005011/001006018002,2,3.5
入門者のPython　プログラムを作りながら基本を学ぶ,立山 秀利,講談社,Ｐｙｔｈｏｎは、ＡＩの開発やデータ分析、統計など何かと話題の分野で必須のプログラミング言語です。本書では、３つのプログラムを作り、動かしながらＰｙｔｈｏｎの基本からちょっとした応用を学びます。１つ１つの手順を丁寧に解説するので、書いてあるとおりにプログラムを作っていくだけで自然とＰｙｔｈｏｎの使い方や特長をマスターできます。,9784065131633,2018年09月19日頃,1430,新書,001005017/001020009,4,3.0
Pythonではじめる機械学習,Andreas C. Muller/中田 秀基,オライリー・ジャパン,Ｐｙｔｈｏｎの機械学習用ライブラリの定番、ｓｃｉｋｉｔ-ｌｅａｒｎのリリースマネージャを務めるなど開発に深く関わる著者が、ｓｃｉｋｉｔ-ｌｅａｒｎを使った機械学習の方法を、ステップバイステップで解説します。ニューラルネットを学ぶ前に習得しておきたい機械学習の基礎をおさえるとともに、優れた機械学習システムを実装し精度の高い予測モデルを構築する上で重要となる「特徴量エンジニアリング」と「モデルの評価と改善」について多くのページを割くなど、従来の機械学習の解説書にはない特長を備えています。,9784873117980,2017年05月25日頃,3740,単行本,001005017,6,3.83
Python2年生 スクレイピングのしくみ 体験してわかる！会話でまなべる！,森 巧尚,翔泳社,機械学習やデータ分析になくてはならない「データ」。このようなデータは、インターネット上に膨大にありますが、Ｐｙｔｈｏｎを使えば効率よくデータ収集できます。こうした手法を「スクレイピング」といいます。本書はＰｙｔｈｏｎを一通りまなんだ方に向けて、簡単なサンプルを作りながら、会話形式でスクレイピングのしくみをまなぶ書籍です。対象読者はＰｙｔｈｏｎの基本文法は知っている方（『Ｐｙｔｈｏｎ１年生』を読み終えた方）、データ収集やデータ分析の初心者。ヤギ博士＆フタバちゃんと一緒に、インターネットからのファイルのダウンロード方法、ＨＴＭＬ解析の方法、いろいろなデータの読み書き、ＡＰＩの使い方といったデータ収集、便利なライブラリを利用した簡単な可視化手法を解説します。,9784798161914,2019年10月04日頃,2420,単行本,001012010001/001012010,2,4.5
ビジネスPython超入門,中島省吾,日経BP,ビジネスに欠かせないプログラミングの基本スキルが学べる！人工知能で注目の言語、Ｐｙｔｈｏｎを初歩から解説。書き方から実行手順までステップ・バイ・ステップ。条件分岐や繰り返しなどの必須構文を着実にマスター。ネットの情報を自動取得、Ｗｅｂスクレイピングの基礎。手書き文字を認識する機械学習をゼロから体験。,9784296102136,2019年06月07日頃,2640,単行本,001005017,4,4.5
文系プログラマーのためのPythonで学び直す高校数学,谷尻かおり（メディックエンジニアリング）,日経BP,,9784822295912,2019年03月15日頃,2750,単行本,001005005011/001012002,1,5.0
仕事と遊びに役立つPython活用術,日経ソフトウエア,日経BP,,9784296105403,2020年02月17日,2530,ムックその他,001005017,0,0.0
スラスラ読めるPythonふりがなプログラミング,ビープラウド/リブロワークス,インプレス,コードが読めればプログラミングは楽しくなる！！基本をしっかり。目指したのは「究極のやさしさ」。登場するコードに「ふりがな」を。さらに「読み下し文」でフォロー。,9784295003861,2018年06月,2035,単行本,001005005011,7,4.0
詳細！Python3入門ノート,大重美幸,ソーテック社,Ｐｙｔｈｏｎプログラミングを全力で学ぶならこの１冊！Ｐｙｔｈｏｎをこれから学ぶビギナーから、基礎力を得て現場で実践したい方まで、確実なスキルアップをはかれます。,9784800711670,2017年05月,2948,単行本,001005017,5,4.6
現場で使える！Python科学技術計算入門 NumPy/SymPy/SciPy/pandasによる数値計算・データ処理手法,かくあき,翔泳社,研究や開発、データ分析に使える！科学技術計算におけるＰｙｔｈｏｎ利用の基礎を習得。高機能で、学びやすいＰｙｔｈｏｎは、科学技術計算の用途でも広く利用されています。本書は、コンピュータを用いて数学的問題の解決に取り組む学生、エンジニア、研究者の方に向けて、Ｐｙｔｈｏｎの基礎知識と、Ｐｙｔｈｏｎの科学技術計算への利用方法について解説した書籍です。,9784798163741,2020年05月19日頃,3520,単行本,001005017,0,0.0
Python実践入門 ── 言語の力を引き出し、開発効率を高める,陶山 嶺,技術評論社,シンプルな文法と豊富な機能で読みやすいコードへ。基本文法から開発の実例まで一挙に解説。,9784297111113,2020年01月24日頃,3278,単行本,001005017,1,5.0
［第3版］Python機械学習プログラミング 達人データサイエンティストによる理論と実践,Sebastian Raschka;Vahid Mirjalili/株式会社クイープ　訳/福島 真太朗　監訳,インプレス,本書は、機械学習コンセプト全般をカバーし、理論的背景とＰｙｔｈｏｎコーディングの実際を解説しています。初歩的な線形回帰から始め、ディープラーニング（ＣＮＮ／ＲＮＮ）、敵対的生成ネットワーク（ＧＡＮ）、強化学習などを取り上げ、ｓｃｉｋｉｔ-ｌｅａｒｎやＴｅｎｓｏｒＦｌｏｗなどＰｙｔｈｏｎライブラリの新版を使ってプログラミング。第３版では１３〜１６章の内容をほとんど刷新したほか、敵対的生成ネットワークと強化学習の章を新たに追加。機械学習プログラミングの本格的な理解と実践に向けて大きく飛躍できる一冊です。,9784295010074,2020年10月22日頃,4400,,001005005011/001005017,0,0.0
徹底攻略基本情報技術者の午後対策Python編,瀬戸美月,インプレス,プログラム系問題の新選択言語、初の対策書！ＡＩ、機械学習、データサイエンス時代の注目言語「Ｐｙｔｈｏｎ」の実用スキルと試験対策力が同時に身に付く！解説付き予想問題収録！,9784295008378,2020年02月,2530,単行本,001016011004/001016011,0,0.0
Pythonクローリング＆スクレイピング[増補改訂版] -データ収集・解析のための実践開発ガイドー,加藤 耕太,技術評論社,Ｐｙｔｈｏｎによるクローラー・スクレイパー開発が基礎からわかる。複雑なデータへの対処や運用、分析など実践ノウハウを紹介。強力なライブラリ・フレームワークによる高効率開発。Ｗｅｂデータ収集・解析の技法を基礎から実用まで徹底解説。,9784297107383,2019年08月10日頃,3608,単行本,001012010001/001012010,1,5.0
Pythonでつくる ゲーム開発 入門講座 実践編,廣瀬豪,ソーテック社,世界観・ルール・難易度の設定、ＧＵＩ操作、処理の切替え。「ミニゲーム」「ドットイートアクション」「マップエディタ」「弾幕シューティング」「３Ｄカーレース」「ランチャー」…ｅｔｃ人気ジャンルを題材にして開発の腕を磨こう！,9784800712561,2019年12月18日頃,3278,単行本,001005005001/001005005011/001005017,1,5.0
Python2年生 データ分析のしくみ 体験してわかる！会話でまなべる！,森 巧尚,翔泳社,スクレイピングなどで集めた大量のデータ。どうやって分析したらよいか、困っていませんか？「数式があって難しそう」「プログラムも大変そう」と思っている方も多いはず。本書は、そうした方に向けて、サンプルを元にやさしくデータ分析の方法を解説しています。,9784798164960,2020年08月21日頃,2420,単行本,001012002,0,0.0
つくってマスターPython - 機械学習・Webアプリケーション・スクレイピング・文書処理ができる！,掌田津耶乃,技術評論社,実用的なプログラムがつくれるようになると、Ｐｙｔｈｏｎはもっと楽しくなる。ライブラリを活用して、本格的な開発をはじめよう。,9784297110345,2019年11月16日頃,2838,単行本,001005017,1,4.0
Python基礎＆実践プログラミング,マグヌス・リー・ヘトランド/武舎広幸,インプレス,本書は、「Ｐｙｔｈｏｎ文法や基本テクニック」「目的別テクニック」「プロジェクトレベルの実践」の３つのパートに分かれています。これら３つのテーマはＰｙｔｈｏｎプログラマーに必要な知識と技術であり、本書では豊富なサンプルを頼りに、その基礎的な部分から実践までを総合的に学ぶことができます。入門レベルを終了した方や、他言語プログラマーから入門する方などにとって最適の一冊です。,9784295008385,2020年02月,3960,単行本,001005005011/001005017,0,0.0
図解！　Pythonのツボとコツがゼッタイにわかる本　“超”入門編,立山秀利,秀和システム,これからはじめてみたい人のための超入門Ｐｙｔｈｏｎ！サンプルの作成を通してプログラミングに入門しよう！,9784798059716,2020年02月22日頃,2200,単行本,001005017,0,0.0
仕事を自動化する！ Python入門講座,廣瀬 豪,ソーテック社,単純で面倒なパソコン業務はパイソンがやってくれます！楽して時短＆業務に役立つ。プログラムにすべてお任せ。知識・経験ゼロでも大丈夫。サンプルコード満載です！,9784800712646,2020年06月03日頃,2398,単行本,001005005011/001005017,0,0.0
1週間でPythonの基礎が学べる本,亀田健司,インプレス,プログラミング学習書を読んではみたけど、ちょっと難しかった…そんなあなたを「基礎の基礎」から後押しします。本書では１週間で、プログラミングが動くコンピュータのしくみの理解から、簡単なプログラムが書ける力を手に入れられるようになるまでをサポートします。,9784295008538,2020年03月,2640,単行本,001005005011/001005017,0,0.0
Pythonによるあたらしいデータ分析の教科書,寺田 学/辻 真吾,翔泳社,データ分析においてＰｙｔｈｏｎはデファクトスタンダードな存在になっています。本書は、Ｐｙｔｈｏｎのインストールから、ｓｃｉｋｉｔ-ｌｅａｒｎを利用した機械学習の実践方法まで解説したデータ分析の入門書です。第１章ではなぜデータ分析が注目されているのか解説し、第２章ではＰｙｔｈｏｎをインストールしデータ分析の環境を整えます。第３章では最低限身に付けておきたい数学の基礎を解説します。第４章から実際にライブラリを利用して実践的な手法を解説していき、第５章では応用編としてスクレイピング、自然言語処理、画像処理を紹介します。これからデータ分析エンジニアを目指す方にオススメの１冊です。,9784798158341,2018年09月19日頃,2728,単行本,001012002,7,3.2
12歳からはじめるゼロからのPythonゲームプログラミング教室,大槻有一郎/リブロワークスPython部,ラトルズ,ミニゲームを作りながら、人工知能で話題のＰｙｔｈｏｎを楽しく覚えよう！Ｗｉｎｄｏｗｓ　７／８／８．１／１０対応。,9784899774631,2017年05月,2420,単行本,001005017,6,4.17
Pythonでかなえる　Excel作業効率化,北野勝久/高橋宣成,技術評論社,Ｅｘｃｅｌ・スプレッドシート操作の自動化、ファイル移動・フォルダ編集、データ集計とグラフ作成、スクレイピング…めんどうな定常業務で消耗する前にその仕事、プログラミング自動化。,9784297114503,2020年07月25日頃,2508,単行本,001005006003/001005017,0,0.0
Effective Python 第2版,Brett Slatkin/黒川 利明,オライリー・ジャパン,ＧｏｏｇｌｅでＰｙｔｈｏｎを使ったさまざまなサービスを立ち上げ、Ｐｙｔｈｏｎを知り尽くした著者による、Ｐｙｔｈｏｎエキスパート必携書の改訂版です。第２版ではＰｙｔｈｏｎ３．８に対応、データ構造、内包表記とジェネレータ、性能、デバッグについての章を新たに追加するなど、第１版の５９項目を大幅に改訂し、９０項目にわたってベストプラクティス、ヒント、落とし穴の避け方だけでなく、新機能の使い方などのノウハウを解説します。優れたＰｙｔｈｏｎコードを書くために何をすべきか、何をすべきでないか、なぜこれが良い方法なのかをＰｙｔｈｏｎの流儀に従って解説。効率的で堅牢であるだけでなく、読みやすく、保守しやすく、改善しやすいＰｙｔｈｏｎｉｃなコードを書く秘訣を教えます。強力な機能を備えながらもシンプルで使いやすく、多くの開発者を惹きつけてやまないＰｙｔｈｏｎの魅力と威力を体感できる一冊です。,9784873119175,2020年07月16日頃,3960,単行本,001005005011/001005017,0,0.0
Pythonで動かして学ぶ！あたらしい機械学習の教科書 第2版,伊藤 真,翔泳社,サンプルを使って「教師あり学習」を丁寧に解説！数式とプログラムをつなげて理解できる！Ｊｕｐｙｔｅｒ　Ｎｏｔｅｂｏｏｋ対応。最新のＰｙｔｈｏｎ３．７に対応。学習内容を「要点のまとめ」で復習。数式とプログラムをつなげたわかりやすい解説。,9784798159911,2019年07月18日頃,2948,単行本,001005017,1,0.0
OD＞株とPython,宮部保雄,インプレスR＆D,株初心者プログラマーのためのＰｙｔｈｏｎを活用する株式運用入門！,9784844398844,2018年12月,2200,単行本,001006005,2,4.0
3ステップでしっかり学ぶPython入門,山田祥寛/山田奈美（テクニカルライター）,技術評論社,予習、体験、理解。一番わかりやすいＰｙｔｈｏｎの入門書。到達度がわかる練習問題付き。,9784774197630,2018年06月,2728,単行本,001005005011,0,0.0
Pythonではじめるアルゴリズム入門 伝統的なアルゴリズムで学ぶ定石と計算量,増井 敏克,翔泳社,Ｐｙｔｈｏｎの基本とアルゴリズムの基礎を１冊で学べる。具体的なサンプルコードと動作イメージ（フローチャート）を交えて解説。自分で書いて実行して動作を試しながら学習できる。アルゴリズムの使い方や考え方だけでなく、アルゴリズムの計算量についての理解も深まる。,9784798163239,2020年01月24日頃,2420,単行本,001005017,0,0.0
Pythonチュートリアル第3版,グイド・ファン・ロッサム/鴨澤眞夫,オライリー・ジャパン,本書はプログラミング言語Ｐｙｔｈｏｎの作者Ｇｕｉｄｏ氏が書き下ろした、Ｐｙｔｈｏｎ入門者のための手引き書です。Ｐｙｔｈｏｎの言語とシステムの基本的な機能やコンセプトを解説し、さらにＰｙｔｈｏｎの特徴的な機能を数多く取り上げて紹介することで、読者がこの言語の雰囲気とスタイルをつかめるよう配慮しています。今回の改訂では最新の３．５．１版ドキュメントに追随し、また追加された新しい言語機能とライブラリモジュール、仮想環境といった多くの変更に対応しました。本書を読むことで、Ｐｙｔｈｏｎのモジュールやプログラムを読み書きできるようになり、ライブラリリファレンスで解説されているさまざまなモジュールについて、詳しく学ぶ準備が整います。入門者必読の書です。,9784873117539,2016年03月24日頃,1980,単行本,001005017,7,3.43
Pythonではじめる Webサービス＆スマホアプリの書きかた・作りかた,クジラ飛行机,ソシム,アイディアがあったらＷｅｂサービスやアプリを作って、ビジネスにもつなげたいが。どうすれば？ウチの会社のビジネスはネットでもいけるんじゃない？まずプロトタイプを作って自社のＷｅｂサービスを載せてみよう。でもどうやって？ＩｎｓｔａｇｒａｍのあれやＵｂａｒのこれやみたいな仕組みを取り入れたいんだけど…。どうなっているの？そんなアナタにＷｅｂサービスの作り方、教えます。,9784802612517,2020年06月04日頃,3520,単行本,001012010001/001012010,0,0.0
Pythonによる制御工学入門,南　裕樹,オーム社,,9784274223907,2019年05月22日頃,2860,単行本,001012010001/001012010005,1,4.0
もっとラクに！ もっと速く！ Excel×Python データ処理自由自在,金宏 和實,日経BP,大量のデータも煩わしい手作業も自分専用プログラムで瞬時に処理。自宅でも会社でも目指せ残業ゼロ！テレワークでも役立つ究極の時短術。プログラミングも初歩の初歩から学べます。あんなに大変だった抽出、並べ替え、集計が一瞬で！簡単プログラミングでエクセルを動かす実践ワザ満載！,9784822295981,2020年11月20日頃,2310,単行本,001006018002,0,0.0
Pythonデータサイエンスハンドブック,Jake VanderPlas/菊池 彰,オライリー・ジャパン,Ｐｙｔｈｏｎのデータサイエンス用のツールを使いこなし、効率よく仕事を進めるための、実用的な情報が詰め込まれたリファレンスです。ＩＰｙｔｈｏｎとＪｕｐｙｔｅｒ、ＮｕｍＰｙ、ｐａｎｄａｓ、Ｍａｔｐｌｏｔｌｉｂ、ｓｃｉｋｉｔ-ｌｅａｒｎをカバーします。それぞれのトピックについて、押さえておくべき基本、ｔｉｐｓ、便利なコマンドなどを紹介します。Ｐｙｔｈｏｎでデータの操作、変換、可視化、統計的処理、データモデルの構築、科学計算を行う人にとってはいつも手元に置いておきたい「使える」一冊です。,9784873118413,2018年05月26日頃,4620,単行本,001005017,3,4.5
Pythonと実データで遊んで学ぶデータ分析講座,梅津雄一/中野貴広,シーアンドアール研究所,理論と実践のどちらにもフォーカスを当て、ＡＩや機械学習について「ある程度、中身を知って使える」を目指す入門書。Ｔｗｉｔｔｅｒ　ＡＰＩや国の統計データなど、生のデータを使い、遊んでいるような感覚で理解が進む１冊！,9784863542839,2019年08月,3223,単行本,001012002,1,4.0
Python超入門,伊藤裕一（プログラミング）,技術評論社,詰め込みすぎないわかりやすい解説。コレならわかる！できる！,9784774191126,2017年08月,2266,単行本,001005005011,6,3.8
最短距離でゼロからしっかり学ぶ Python入門　必修編　〜プログラミングの基礎からエラー処理、テストコードの書き方まで,Eric Matthes/鈴木たかのり,技術評論社,「必修編」では、プログラミング環境の用意、基本的なプログラムの書き方に始まり、リスト、辞書、クラス、関数といった基礎的な知識からエラー処理、テストコードの書き方までを演習問題を交えながら、わかりやすく解説します。随所にプログラマーとしての心構えなども触れられており、読みやすく整理されたコードの書き方も身につきます。これから初めてＰｙｔｈｏｎを学ぶ人も、学び直したい人も、必読の書籍です。Ｗｉｎｄｏｗｓ・Ｍａｃ・Ｌｉｎｕｘ対応。,9784297115708,2020年09月02日頃,3520,単行本,001005017,1,5.0
Pythonで動かして学ぶ！あたらしいブロックチェーンの教科書,株式会社FLOC,翔泳社,ブロックチェーンのしくみと基礎がわかる！Ｊｕｐｙｔｅｒ　Ｎｏｔｅｂｏｏｋ対応。,9784798159447,2019年11月11日頃,2948,単行本,001006024,2,4.0
Pythonで機械学習入門,大関真之,オーム社,,9784274222863,2019年05月31日頃,2640,単行本,001005017,1,5.0
Pythonで動かして学ぶ！あたらしい数学の教科書 機械学習・深層学習に必要な基礎知識,我妻 幸長,翔泳社,本書は機械学習・深層学習に必要な線形代数／確率・統計／微分の基礎知識をわかりやすく解説した書籍です。,9784798161174,2019年09月17日頃,2948,単行本,001005017,0,0.0
